,ISSN,Title,Business Model,USD
2355,0037-198X,Seminars in Roentgenology,Hybrid,2860
2356,1040-7383,Seminars in Spine Surgery,Hybrid,2280
2357,1043-0679,Seminars in Thoracic and Cardiovascular Surgery,Hybrid,3000
2358,1092-9126,Seminars in Thoracic and Cardiovascular Surgery: Pediatric Cardiac Surgery Annual,Hybrid,2830
2359,0887-2171,"Seminars in Ultrasound, CT and MRI",Hybrid,3230
2360,0895-7967,Seminars in Vascular Surgery,Hybrid,3080
2361,2214-1804,Sensing and Bio-Sensing Research,Open access,2350
2362,0924-4247,Sensors and Actuators A: Physical,Hybrid,3400
2363,0925-4005,Sensors and Actuators B: Chemical,Hybrid,4500
2364,2666-0539,Sensors and Actuators Reports,Open access,1840
2365,1383-5866,Separation and Purification Technology,Hybrid,3680
2366,1877-5756,Sexual & Reproductive HealthCare,Hybrid,2810
2367,2405-8726,"She Ji: The Journal of Design, Economics, and Innovation",Open access,1500
2368,0165-1684,Signal Processing,Hybrid,3200
2369,0923-5965,Signal Processing: Image Communication,Hybrid,2330
2370,1569-190X,Simulation Modelling Practice and Theory,Hybrid,3030
2371,2472-5552,SLAS Discovery,Open access,1800
2372,2472-6303,SLAS Technology,Open access,1800
2373,2667-3436,Sleep Epidemiology,Open access,2500
2374,2352-7218,Sleep Health,Hybrid,3000
2375,1389-9457,Sleep Medicine,Hybrid,3690
2376,1087-0792,Sleep Medicine Reviews,Hybrid,5170
2377,2590-1427,Sleep Medicine: X,Open access,2880
2378,0921-4488,Small Ruminant Research,Hybrid,2150
2379,2772-3755,Smart Agricultural Technology,Open access,1800
2380,2666-9552,Smart Energy,Open access,2160
2381,2352-6483,Smart Health,Hybrid,2120
2382,2773-2339,"Social and Emotional Learning: Research, Practice, and Policy",Open access,1700
2383,0378-8733,Social Networks,Hybrid,3690
2384,0277-9536,Social Science & Medicine,Hybrid,3360
2385,0049-089X,Social Science Research,Hybrid,3060
2386,2590-2911,Social Sciences & Humanities Open,Open access,825
2387,2949-6977,Societal Impacts,Open access,300
2388,0038-0121,Socio-Economic Planning Sciences,Hybrid,2900
2389,2665-9638,Software Impacts,Open access,450
2390,2352-7110,SoftwareX,Open access,760
2391,2949-9194,Soil & Environmental Health,Open access,1800
2392,0167-1987,Soil & Tillage Research,Hybrid,4230
2393,0038-0717,Soil Biology and Biochemistry,Hybrid,4520
2394,0267-7261,Soil Dynamics and Earthquake Engineering,Hybrid,3640
2395,2667-0062,Soil Security,Open access,1300
2396,0038-0806,Soils and Foundations,Open access,1200
2397,2772-9400,Solar Compass,Open access,500
2398,0038-092X,Solar Energy,Hybrid,3300
2399,2667-1131,Solar Energy Advances,Open access,2750
2400,0927-0248,Solar Energy Materials & Solar Cells,Hybrid,4300
2401,2451-912X,Solid Earth Sciences,,**
2402,0038-1098,Solid State Communications,Hybrid,2760
2403,0167-2738,Solid State Ionics,Hybrid,3460
2404,0926-2040,Solid State Nuclear Magnetic Resonance,Hybrid,3880
2405,1293-2558,Solid State Sciences,Hybrid,2810
2406,0038-1101,Solid-State Electronics,Hybrid,2480
2407,0254-6299,South African Journal of Botany,Hybrid,2750
2408,1026-9185,South African Journal of Chemical Engineering,Open access,880
2409,0265-9646,Space Policy,Hybrid,3170
2410,2445-4249,Spanish Journal of Legal Medicine,Hybrid,**
2411,1877-5845,Spatial and Spatio-temporal Epidemiology,Hybrid,3280
2412,2211-6753,Spatial Statistics,Hybrid,3300
2413,1386-1425,Spectrochimica Acta Part A: Molecular and Biomolecular Spectroscopy,Hybrid,3340
2414,0584-8547,Spectrochimica Acta Part B: Atomic Spectroscopy,Hybrid,3190
2415,0167-6393,Speech Communication,Hybrid,2870
2416,2773-1618,Sports Economics Review,Hybrid,2550
2417,0949-328X,Sports Orthopaedics and Traumatology,Hybrid,1950
2418,2949-8562,SSM Health Systems,Open access,1450
2419,2666-5603,SSM - Mental Health,Open access,1450
2420,2352-8273,SSM - Population Health,Open access,2630
2421,2667-3215,SSM - Qualitative Research in Health,Open access,1450
2422,2666-1667,STAR Protocols,Open access,1500
2423,0167-7152,Statistics & Probability Letters,Hybrid,2890
2424,2213-6711,Stem Cell Reports,Open access,3800
2425,1873-5061,Stem Cell Research,Open access,2210
2426,0039-128X,Steroids,Hybrid,3500
2427,0304-4149,Stochastic Processes and their Applications,Hybrid,3290
2428,0954-349X,Structural Change and Economic Dynamics,Hybrid,3930
2429,2474-8706,Structural Heart,Open access,2340
2430,0167-4730,Structural Safety,Hybrid,4090
2431,0969-2126,Structure,Hybrid,9080
2432,2352-0124,Structures,Hybrid,3160
2433,0191-491X,Studies in Educational Evaluation,Hybrid,2820
2434,0039-3681,Studies in History and Philosophy of Science,Hybrid,2740
2435,2772-8307,Superconductivity,Open access,1800
2436,2949-8635,Supply Chain Analytics,Open access,2000
2437,0257-8972,Surface and Coatings Technology,Hybrid,3620
2438,0039-6028,Surface Science,Hybrid,3120
2439,0167-5729,Surface Science Reports,Hybrid,4310
2440,2468-0230,Surfaces and Interfaces,Hybrid,2290
2441,0039-6060,Surgery,Hybrid,4010
2442,2950-1032,Surgery Case Reports: Advances and Techniques,Open access,1300
2443,1550-7289,Surgery for Obesity and Related Diseases,Hybrid,3400
2444,2666-2620,Surgery in Practice and Science,Open access,2100
2445,2667-0089,Surgery Open Digestive Advance,Open access,2000
2446,2589-8450,Surgery Open Science,Open access,2000
2447,0960-7404,Surgical Oncology,Hybrid,3630
2448,2950-2470,Surgical Oncology Insight,Open access,2300
2449,0039-6257,Survey of Ophthalmology,Hybrid,4770
2450,2667-2596,Sustainability Analytics and Modeling,Open access,1400
2451,2352-5541,Sustainable Chemistry and Pharmacy,Hybrid,2500
2452,2772-8269,Sustainable Chemistry for Climate Action,Open access,1250
2453,2949-8392,Sustainable Chemistry for the Environment,Open access,1400
2454,2210-6707,Sustainable Cities and Society,Hybrid,4210
2455,2210-5379,Sustainable Computing: Informatics and Systems,Hybrid,2900
2456,2213-1388,Sustainable Energy Technologies and Assessments,Hybrid,3060
2457,2352-4677,"Sustainable Energy, Grids and Networks",Hybrid,2280
2458,2666-1888,Sustainable Futures,Open access,1760
2459,2772-7378,Sustainable Horizons,Open access,2000
2460,2667-3444,Sustainable Manufacturing and Service Economics,Open access,1800
2461,2214-9937,Sustainable Materials and Technologies,Hybrid,3610
2462,2352-5509,Sustainable Production and Consumption,Hybrid,3200
2463,2773-0328,Sustainable Technology and Entrepreneurship,Open access,1800
2464,2210-6502,Swarm and Evolutionary Computation,Hybrid,3700
2465,0379-6779,Synthetic Metals,Hybrid,2850
2466,0346-251X,System,Hybrid,3140
2467,0723-2020,Systematic and Applied Microbiology,Hybrid,3900
2468,0167-6911,Systems & Control Letters,Hybrid,2750
2469,2772-9419,Systems and Soft Computing,Open access,1500
2470,1028-4559,Taiwanese Journal of Obstetrics & Gynecology,,**
2471,0039-9140,Talanta,Hybrid,4130
2472,2666-8319,Talanta Open,Open access,1720
2473,1557-3087,Teaching and Learning in Nursing,Hybrid,2700
2474,0742-051X,Teaching and Teacher Education,Hybrid,2660
2475,2405-6324,Technical Innovations & Patient Support in Radiation Oncology,Open access,1410
2476,2590-0307,Techniques and Innovations in Gastrointestinal Endoscopy,Hybrid,2060
2477,1089-2516,Techniques in Vascular and Interventional Radiology,Hybrid,3220
2478,0040-1625,Technological Forecasting and Social Change,Hybrid,2750
2479,0160-791X,Technology in Society,Hybrid,2970
2480,0166-4972,Technovation,Hybrid,3530
2481,0040-1951,Tectonophysics,Hybrid,3100
2482,0308-5961,Telecommunications Policy,Hybrid,3760
2483,0736-5853,Telematics and Informatics,Hybrid,3490
2484,2772-5030,Telematics and Informatics Reports,Open access,1500
2485,0040-4020,Tetrahedron,Hybrid,3370
2486,2666-951X,Tetrahedron Chem,Open access,2500
2487,2773-2231,Tetrahedron Green Chem,Open access,1800
2488,0040-4039,Tetrahedron Letters,Hybrid,3690
2489,0002-9149,The American Journal of Cardiology,Hybrid,3310
2490,0002-9165,The American Journal of Clinical Nutrition,Hybrid,5000
2491,1064-7481,The American Journal of Geriatric Psychiatry,Hybrid,4400
2492,0002-9297,The American Journal of Human Genetics,Hybrid,5150
2493,0002-9343,The American Journal of Medicine,Hybrid,3390
2494,0002-9440,The American Journal of Pathology,Hybrid,2800
2495,0002-9610,The American Journal of Surgery,Hybrid,3540
2496,0002-9629,The American Journal of the Medical Sciences,Hybrid,2550
2497,0003-4975,The Annals of Thoracic Surgery,Hybrid,3200
2498,0197-4556,The Arts in Psychotherapy,Hybrid,3300
2499,2092-5212,The Asian Journal of Shipping and Logistics,Open access,1350
2500,1413-8670,The Brazilian Journal of Infectious Diseases,Open access,1600
2501,0960-9776,The Breast,Open access,2630
2502,0890-8389,The British Accounting Review,Hybrid,2520
2503,2468-2330,The Cell Surface,Open access,2280
2504,1110-9823,The Egyptian Journal of Remote Sensing and Space Sciences,Open access,900
2505,1110-1164,The Egyptian Rheumatologist,,**
2506,1040-6190,The Electricity Journal,Hybrid,2700
2507,0213-6163,The European Journal of Psychiatry,Hybrid,1910
2508,2214-790X,The Extractive Industries and Society,Hybrid,3740
2509,0958-2592,The Foot,Hybrid,2950
2510,2666-6758,The Innovation,Open access,5000
2511,1357-2725,The International Journal of Biochemistry & Cell Biology,Hybrid,3650
2512,1472-8117,The International Journal of Management Education,Hybrid,3560
2513,1096-7516,The Internet and Higher Education,Hybrid,4440
2514,1553-7250,The Joint Commission Journal on Quality and Patient Safety,Hybrid,3300
2515,1555-4155,The Journal for Nurse Practitioners,Hybrid,2220
2516,0099-1333,The Journal of Academic Librarianship,Hybrid,3640
2517,2213-2198,The Journal of Allergy and Clinical Immunology: In Practice,Hybrid,4000
2518,0021-9614,The Journal of Chemical Thermodynamics,Hybrid,3680
2519,2667-2782,The Journal of Climate Change and Health,Open access,2300
2520,1703-4949,The Journal of Economic Asymmetries,Hybrid,2760
2521,0736-4679,The Journal of Emergency Medicine,Hybrid,2960
2522,1067-2516,The Journal of Foot & Ankle Surgery,Hybrid,2840
2523,0363-5023,The Journal of Hand Surgery,Hybrid,3450
2524,1053-2498,The Journal of Heart and Lung Transplantation,Hybrid,3300
2525,1047-8310,The Journal of High Technology Management Research,Hybrid,3200
2526,2950-1954,The Journal of Liquid Biopsy,Open access,2080
2527,0732-3123,The Journal of Mathematical Behavior,Hybrid,2860
2528,1525-1578,The Journal of Molecular Diagnostics,Hybrid,3000
2529,0022-3166,The Journal of Nutrition,Hybrid,5000
2530,0955-2863,The Journal of Nutritional Biochemistry,Hybrid,3810
2531,1526-5900,The Journal of Pain,Hybrid,3800
2532,0022-3476,The Journal of Pediatrics,Hybrid,4320
2533,2590-0420,The Journal of Pediatrics: X,Open access,1900
2534,0960-0760,The Journal of Steroid Biochemistry and Molecular Biology,Hybrid,3710
2535,0963-8687,The Journal of Strategic Information Systems,Hybrid,4180
2536,0896-8446,The Journal of Supercritical Fluids,Hybrid,4000
2537,0002-8177,The Journal of the American Dental Association,Hybrid,3210
2538,2212-828X,The Journal of the Economics of Ageing,Hybrid,3180
2539,0968-0160,The Knee,Hybrid,2820
2540,0140-6736,The Lancet,Hybrid,6830
2541,2352-4642,The Lancet Child & Adolescent Health,Hybrid,5780
2542,2213-8587,The Lancet Diabetes & Endocrinology,Hybrid,6300
2543,2589-7500,The Lancet Digital Health,Open access,5780
2544,2468-1253,The Lancet Gastroenterology & Hepatology,Hybrid,6300
2545,2214-109X,The Lancet Global Health,Open access,5780
2546,2352-3026,The Lancet Haematology,Hybrid,6300
2547,2666-7568,The Lancet Healthy Longevity,Open access,5780
2548,2352-3018,The Lancet HIV,Hybrid,6300
2549,1473-3099,The Lancet Infectious Diseases,Hybrid,6300
2550,2666-5247,The Lancet Microbe,Open access,6300
2551,1474-4422,The Lancet Neurology,Hybrid,6300
2552,1470-2045,The Lancet Oncology,Hybrid,6300
2553,2542-5196,The Lancet Planetary Health,Open access,5780
2554,2215-0366,The Lancet Psychiatry,Hybrid,6300
2555,2468-2667,The Lancet Public Health,Open access,5780
2556,2667-193X,The Lancet Regional Health - Americas,Open access,4000
2557,2666-7762,The Lancet Regional Health - Europe,Open access,4000
2558,2772-3682,The Lancet Regional Health - Southeast Asia,Open access,2000
2559,2666-6065,The Lancet Regional Health - Western Pacific,Open access,3680
2560,2213-2600,The Lancet Respiratory Medicine,Hybrid,6300
2561,2665-9913,The Lancet Rheumatology,Hybrid,6300
2562,1048-9843,The Leadership Quarterly,Hybrid,4300
2563,2950-1946,The Microbe,Open access,2100
2564,1062-9408,The North American Journal of Economics and Finance,Hybrid,2630
2565,1542-0124,The Ocular Surface,Hybrid,4740
2566,1062-9769,The Quarterly Review of Economics and Finance,Hybrid,1940
2567,2773-0662,The Royal College of Radiologists Open,Open access,1440
2568,1529-9430,The Spine Journal,Hybrid,4040
2569,1479-666X,The Surgeon,Hybrid,3440
2570,1090-0233,The Veterinary Journal,Hybrid,3340
2571,0167-8442,Theoretical and Applied Fracture Mechanics,Hybrid,3620
2572,2095-0349,Theoretical and Applied Mechanics Letters,Open access,1200
2573,0304-3975,Theoretical Computer Science,Hybrid,2690
2574,0040-5809,Theoretical Population Biology,Hybrid,2630
2575,0040-5957,Therapies,Hybrid,3120
2576,0093-691X,Theriogenology,Hybrid,4070
2577,2773-093X,Theriogenology Wild,Open access,1500
2578,2451-9049,Thermal Science and Engineering Progress,Hybrid,2910
2579,0040-6031,Thermochimica Acta,Hybrid,3520
2580,0040-6090,Thin Solid Films,Hybrid,2890
2581,0263-8231,Thin-Walled Structures,Hybrid,4150
2582,1871-1871,Thinking Skills and Creativity,Hybrid,3320
2583,0049-3848,Thrombosis Research,Hybrid,4050
2584,2666-5727,Thrombosis Update,Open access,1570
2585,2950-3000,Thyroid Science,Open access,1900
2586,1877-959X,Ticks and Tick-borne Diseases,Open access,2550
2587,0040-8166,Tissue and Cell,Hybrid,2780
2588,2949-673X,Tomography of Materials and Structures,Open access,1800
2589,1938-9736,Topics in Companion Animal Medicine,Hybrid,3130
2590,0166-8641,Topology and its Applications,Hybrid,2690
2591,2772-8099,Total Environment Research Themes,Open access,1700
2592,0261-5177,Tourism Management,Hybrid,4500
2593,2211-9736,Tourism Management Perspectives,Hybrid,3450
2594,2352-0078,Toxicologie Analytique et Clinique,Hybrid,2180
2595,0300-483X,Toxicology,Hybrid,3750
2596,0041-008X,Toxicology and Applied Pharmacology,Hybrid,3920
2597,0887-2333,Toxicology in Vitro,Hybrid,3910
2598,0378-4274,Toxicology Letters,Hybrid,3990
2599,2214-7500,Toxicology Reports,Open access,2090
2600,0041-0101,Toxicon,Hybrid,3090
2601,2590-1710,Toxicon: X,Open access,2460
2602,1473-0502,Transfusion and Apheresis Science,Hybrid,2800
2603,1246-7820,Transfusion Clinique et Biologique,Hybrid,1820
2604,0887-7963,Transfusion Medicine Reviews,Hybrid,4110
2605,1936-5233,Translational Oncology,Open access,2930
2606,1931-5244,Translational Research,Hybrid,3760
2607,2214-854X,Translational Research in Anatomy,Open access,1710
2608,1925-2099,Transnational Corporations Review,Open access,1400
2609,0966-3274,Transplant Immunology,Hybrid,3140
2610,2666-6367,Transplantation and Cellular Therapy,Hybrid,3650
2611,0041-1345,Transplantation Proceedings,Hybrid,3000
2612,2451-9596,Transplantation Reports,Open access,1280
2613,0955-470X,Transplantation Reviews,Hybrid,3450
2614,2949-8996,Transport Economics and Management,Open access,1500
2615,0967-070X,Transport Policy,Hybrid,2870
2616,2666-691X,Transportation Engineering,Open access,2200
2617,2214-3912,Transportation Geotechnics,Hybrid,2900
2618,2590-1982,Transportation Research Interdisciplinary Perspectives,Open access,1530
2619,0965-8564,Transportation Research Part A: Policy and Practice,Hybrid,3140
2620,0191-2615,Transportation Research Part B: Methodological,Hybrid,3590
2621,0968-090X,Transportation Research Part C: Emerging Technologies,Hybrid,4050
2622,1361-9209,Transportation Research Part D: Transport and Environment,Hybrid,3100
2623,1366-5545,Transportation Research Part E: Logistics and Transportation Review,Hybrid,3700
2624,1369-8478,Transportation Research Part F: Traffic Psychology and Behaviour,Hybrid,2950
2625,2352-1465,Transportation Research Procedia,,**
2626,2352-6440,Trauma Case Reports,Open access,1070
2627,2214-367X,Travel Behaviour and Society,Hybrid,2700
2628,1477-8939,Travel Medicine and Infectious Disease,Open access,3070
2629,2666-7193,"Trees, Forests and People",Open access,1320
2630,2210-8440,Trends in Anaesthesia and Critical Care,Hybrid,2760
2631,0165-9936,Trends in Analytical Chemistry,Hybrid,4810
2632,0968-0004,Trends in Biochemical Sciences,Hybrid,6830
2633,0167-7799,Trends in Biotechnology,Hybrid,6830
2634,2405-8033,Trends in Cancer,Hybrid,6830
2635,1050-1738,Trends in Cardiovascular Medicine,Hybrid,4270
2636,0962-8924,Trends in Cell Biology,Hybrid,6830
2637,2589-5974,Trends in Chemistry,Hybrid,6830
2638,1364-6613,Trends in Cognitive Sciences,Hybrid,6830
2639,0169-5347,Trends in Ecology & Evolution,Hybrid,6830
2640,1043-2760,Trends in Endocrinology and Metabolism,Hybrid,6830
2641,2214-1588,Trends in Environmental Analytical Chemistry,Hybrid,3960
2642,0924-2244,Trends in Food Science & Technology,Hybrid,5120
2643,0168-9525,Trends in Genetics,Hybrid,6830
2644,1471-4906,Trends in Immunology,Hybrid,6830
2645,0966-842X,Trends in Microbiology,Hybrid,6830
2646,1471-4914,Trends in Molecular Medicine,Hybrid,6830
2647,2211-9493,Trends in Neuroscience and Education,Hybrid,2680
2648,0166-2236,Trends in Neurosciences,Hybrid,6830
2649,1471-4922,Trends in Parasitology,Hybrid,6830
2650,0165-6147,Trends in Pharmacological Sciences,Hybrid,6830
2651,1360-1385,Trends in Plant Science,Hybrid,6830
2652,0301-679X,Tribology International,Hybrid,5030
2653,1472-9792,Tuberculosis,Hybrid,2490
2654,2666-6790,Tumour Virus Research,Open access,2250
2655,0886-7798,Tunnelling and Underground Space Technology,Hybrid,3560
2656,0304-3991,Ultramicroscopy,Hybrid,3500
2657,0041-624X,Ultrasonics,Hybrid,3420
2658,1350-4177,Ultrasonics Sonochemistry,Open access,2530
2659,0301-5629,Ultrasound in Medicine & Biology,Hybrid,1750
2660,2666-2604,Upstream Oil and Gas Technology,Hybrid,2060
2661,2212-0955,Urban Climate,Hybrid,3210
2662,1618-8667,Urban Forestry & Urban Greening,Hybrid,3440
2663,2664-3286,Urban Governance,Open access,1500
2664,1078-1439,Urologic Oncology: Seminars and Original Investigations,Hybrid,3340
2665,0090-4295,Urology,Hybrid,3110
2666,2214-4420,Urology Case Reports,Open access,990
2667,2590-0897,Urology Video Journal,Open access,750
2668,0957-1787,Utilities Policy,Hybrid,2600
2669,0264-410X,Vaccine,Hybrid,3500
2670,2590-1362,Vaccine: X,Open access,2400
2671,1576-9887,Vacunas,Hybrid,2230
2672,2445-1460,Vacunas (English Edition),Hybrid,**
2673,0042-207X,Vacuum,Hybrid,2870
2674,1098-3015,Value in Health,Hybrid,3200
2675,2212-1099,Value in Health Regional Issues,Hybrid,1500
2676,1537-1891,Vascular Pharmacology,Hybrid,3560
2677,2214-2096,Vehicular Communications,Hybrid,2550
2678,1467-2987,Veterinary Anaesthesia and Analgesia,Hybrid,3000
2679,2451-943X,Veterinary and Animal Science,Open access,2140
2680,0165-2427,Veterinary Immunology and Immunopathology,Hybrid,3040
2681,0378-1135,Veterinary Microbiology,Hybrid,3220
2682,0304-4017,Veterinary Parasitology,Hybrid,3300
2683,2405-9390,Veterinary Parasitology: Regional Studies and Reports,Hybrid,2880
2684,2772-5359,Veterinary Vaccine,Open access,1500
2685,0924-2031,Vibrational Spectroscopy,Hybrid,3330
2686,2468-4481,VideoGIE,Open access,1000
2687,0042-6822,Virology,Hybrid,3040
2688,0168-1702,Virus Research,Open access,2650
2689,0042-6989,Vision Research,Hybrid,2850
2690,2468-502X,Visual Informatics,,**
2691,2405-4690,Visual Journal of Emergency Medicine,Hybrid,980
2692,0956-053X,Waste Management,Hybrid,4120
2693,2949-7507,Waste Management Bulletin,Open access,2000
2694,0043-1354,Water Research,Hybrid,4350
2695,2589-9147,Water Research X,Open access,2230
2696,2212-4284,Water Resources and Economics,Hybrid,2660
2697,2212-3717,Water Resources and Industry,Open access,2520
2698,1674-2370,Water Science and Engineering,,**
2699,2468-3124,Water Security,Hybrid,3120
2700,0165-2125,Wave Motion,Hybrid,3000
2701,0043-1648,Wear,Hybrid,4350
2702,2212-0947,Weather and Climate Extremes,Open access,2840
2703,2666-5581,"Wellbeing, Space and Society",Open access,1550
2704,2949-6683,WFUMB Ultrasound Open,Open access,1750
2705,1080-6032,Wilderness & Environmental Medicine,Hybrid,3000
2706,1871-5192,Women and Birth,Hybrid,2530
2707,1049-3867,Women's Health Issues,Hybrid,3190
2708,0277-5395,Women's Studies International Forum,Hybrid,3040
2709,1939-4551,World Allergy Organization Journal,Open access,2640
2710,0305-750X,World Development,Hybrid,4140
2711,2452-2929,World Development Perspectives,Hybrid,2940
2712,2772-655X,World Development Sustainability,Open access,1400
2713,1003-5257,World Journal of Acupuncture - Moxibustion,Hybrid,1000
2714,1878-8750,World Neurosurgery,Hybrid,3810
2715,2590-1397,World Neurosurgery: X,Open access,1700
2716,0172-2190,World Patent Information,Hybrid,2750
2717,1865-9217,"Zeitschrift für Evidenz, Fortbildung und Qualität im Gesundheitswesen",Hybrid,2670
2718,0939-3889,Zeitschrift für Medizinische Physik,,2800
2719,0044-5231,Zoologischer Anzeiger,Hybrid,3310
2720,0944-2006,Zoology,Hybrid,3070
2721,1765-4629,Éthique & Santé,Hybrid,1560
